ASV	S1	S10	S100	S101	S102	S103	S104	S105	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S12	S120	S121	S122	S123	S124	S125	S126	S127	S128	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S63	S64	S66	S67	S68	S69	S7	S70	S71	S72	S73	S74	S75	S76	S78	S79	S8	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S9	S90	S91	S92	S93	S94	S95	S97	S98	S99
ASV_1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	60	11	17	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1504	0	0	21	0	6	7	0	1	0	3	12	8	29	17	0	3	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	1
ASV_1505	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	30	29	2	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1506	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	21	0	0	18	0	0	32	0	0	0	0	20	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV_1507	0	0	0	1	17	0	0	0	0	0	9	22	16	22	0	2	0	0	5	0	15	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	4	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	2	0	2	0	0	0
ASV_1509	0	0	0	0	0	0	1	0	10	0	0	0	0	5	4	5	33	8	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	2	0	0	0	0	0	0	0	0	21	0	0	0	2	2	0	0	0	0	0
ASV_1510	0	0	0	0	5	0	0	3	0	4	2	1	8	18	3	1	0	1	0	0	0	14	1	0	0	1	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	25	0	6	6	0	0	0	0	0	1	0	0	2	1	7	0	0	1	1	0	0	0	0	0
ASV_1511	1	0	2	13	1	0	3	2	1	0	4	2	1	0	0	0	0	2	0	0	0	1	0	0	0	11	0	0	1	0	0	0	0	1	8	0	0	1	0	0	0	0	0	5	0	1	0	2	2	0	3	0	3	0	0	0	1	0	0	9	5	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_1512	0	0	0	0	1	5	0	0	0	0	0	2	0	0	0	0	20	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	41	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0
ASV_1513	3	4	0	0	3	0	0	0	0	0	3	2	4	3	2	3	1	5	0	0	0	13	0	0	0	0	0	7	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	5	0	0	0	1	1	0	0	5	0	16	6	9	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0
ASV_1514	1	0	1	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	5	0	0	1	0	0	9	1	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	22	1	12	22	0	0	6	18	0	0	0	0	0	0	0
ASV_1517	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	64	0	30	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	9	0	0	4	0	0	0	0	0	2	0	0	0	1	0
ASV_1520	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	3	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	13	0	3	16	0	14	2	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	3	0	4	1	0	0
ASV_1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1522	0	0	27	0	0	0	2	13	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	12	10	0
ASV_1523	16	2	0	7	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3	4	13	10	0	4	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
ASV_1524	3	0	0	0	3	0	0	1	4	2	1	0	6	0	0	0	0	0	0	1	0	2	0	0	0	0	0	6	1	0	1	13	0	0	4	0	0	2	0	0	4	6	1	4	4	2	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	10	8	0	0	1	2	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	5	5	0	0	0	2	0	1	0	0	0
ASV_1525	0	0	1	0	0	0	0	1	0	9	3	1	0	1	0	0	0	0	2	0	0	0	0	3	0	0	2	0	0	0	0	22	0	0	5	0	0	1	0	0	1	4	0	6	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	5	0	0	0	5	0	0	0	2	0	0	0	11	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	2	0	0
ASV_1527	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	22	4	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1531	0	0	0	6	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	2	0	25	0	2	3	2	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	2	0	34	0	0	1
ASV_1532	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1533	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	4	0	0	1	3	0	7	7	0	16	0	0	0	0	0	0	2	0	0	3	6	9	0	0	8	0	4	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	22	0	0	0	16	0	0	0	0	0	0
ASV_1534	0	0	3	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	9	0	0	1	0	0	0	0	5	5	0	0	1	0	0	0	0	13	0	3	0	0	1	0	0	0	0	0	0	7	0	0	0	5	1	0	0	0	19	13	3	8	0	0	4	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	4	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_1535	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	9	6	12	0	15	0	2	0	0	7	0	33	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_1536	0	0	0	0	0	0	0	4	0	6	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	28	0	0	0	2	0	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	2	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	7	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	1	0	0	0	0	0	0
ASV_1537	0	0	0	0	0	0	2	2	0	8	0	0	0	1	4	0	0	0	7	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	17	11	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	4	0	12	0	6	0	3	0	0	0	0	9	0	4	2	2	0	0	0	0	0	0	0	1	0	0
ASV_1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1540	0	3	0	0	0	0	0	0	8	0	0	3	1	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	36	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1541	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	34	1	75	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1543	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	5	0	0	5	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1545	0	0	0	0	5	0	0	13	0	15	3	1	7	3	0	0	0	0	0	4	0	0	0	0	0	17	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	27	0	0	0	14	2	0	0	0	0	0
ASV_1546	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	55	0	0	0	0	0	2	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	23	0	0	4	0	0	0	0	0	0
ASV_1547	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	5	0	0	0	3	11	0	27	31	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_1548	0	0	0	0	2	0	0	0	0	0	4	0	1	3	0	0	0	0	57	0	43	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	5	10	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	18	28	1	0	2	0	0	0	0	0	0	0	0
ASV_1550	0	43	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	1	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0
ASV_1551	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	37	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0	5	0	3	0	0	0
ASV_1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	92	0	7	0	19	0	1	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1555	2	0	0	0	2	0	2	0	5	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	0	4	0	0	4	0	0	0	0	0	1	20	0	3	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	3	0	0	12	0	0	0	15	0	0	4	0	0	0	0	0	4	0	0	0	2	0	3	0	0	0	6	0	1	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0
ASV_1556	0	4	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	4	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	5	0	0	0	8	0	0	5	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	15	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	4	0
ASV_1557	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	43	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0
ASV_1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	49	0	29	9	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV_1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	64	0	0	0
ASV_1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	5	0	0	0	1	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	16	0	3	0	0	0	0	0	8	0	0	2	10	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	3	1	0	0	6	4	0	0	6
ASV_1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1565	0	2	0	0	9	0	0	0	0	0	0	8	0	11	0	3	0	0	0	0	0	1	0	0	0	0	0	13	7	18	2	0	0	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	3	0	11	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	2	0	0	6
ASV_1566	0	0	2	0	0	0	0	1	0	0	0	0	0	0	8	3	5	4	0	3	0	0	0	4	0	4	0	0	3	0	0	3	0	0	2	1	0	0	0	0	5	5	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	2	0	0	13	2	0	0	4	0	0	0	0	0	17	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	4	0
ASV_1567	0	0	1	0	8	0	2	7	0	8	0	13	4	12	0	0	0	0	8	0	0	0	2	0	0	15	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	2	0	0	1	0	0	0	7	0	0	2	2	0	0	3	0	8	0
ASV_1568	0	0	0	28	1	3	16	0	1	0	2	0	7	9	0	0	0	0	15	0	0	2	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	0
ASV_1569	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	12	0	0	0	0	0	4	0	0	0	66	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1570	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	3	0	0	0	0	0	13	0	4	17	2	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1571	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	3	2	0	0	2	0	0	5	17	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	11	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1574	1	0	0	0	0	0	0	7	0	2	0	0	9	1	0	0	0	0	1	0	0	22	0	0	0	2	0	1	0	17	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
